state,county,state_and_county_fips_code,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,total_actual_costs,actual_per_capita_costs,year
Alaska,Aleutians East,02013,69,69,0,0.00 %,70,405555.18,5877.61,2007
Alaska,Aleutians West,02016,97,97,0,0.00 %,70,836362,8622.29,2007
Alaska,Anchorage,02020,21145,20963,182,0.86 %,69,143477810.43,6844.34,2007
Alaska,Bethel,02050,881,881,0,0.00 %,71,6496577.09,7374.09,2007
Alaska,Bristol Bay,02060,0,96,0,*,70,527921.46,5499.18,2007
Alaska,Denali,02068,0,119,0,*,67,353551.94,2971.02,2007
Alaska,Dillingham,02070,323,323,0,0.00 %,71,3489521.71,10803.47,2007
Alaska,Fairbanks North Star,02090,6139,6100,39,0.64 %,70,37010985.22,6067.37,2007
Alaska,Haines,02100,0,358,0,*,71,2328849.75,6505.17,2007
Alaska,Hoonah-Angoon,02105,0,0,0,*,0,0,0,2007
Alaska,Juneau,02110,2679,2664,15,0.56 %,70,19259772,7229.64,2007
Alaska,Kenai Peninsula,02122,6170,6097,73,1.18 %,70,40041244.69,6567.37,2007
Alaska,Ketchikan Gateway,02130,0,1511,0,*,70,11934987.93,7898.73,2007
Alaska,Kodiak Island,02150,0,825,0,*,70,6805775.46,8249.42,2007
Alaska,Lake and Peninsula,02164,0,103,0,*,72,675424.59,6557.52,2007
Alaska,Matanuska-Susitna,02170,6660,6581,79,1.19 %,69,43083211.65,6546.61,2007
Alaska,Nome,02180,0,561,0,*,71,4608787.73,8215.31,2007
Alaska,North Slope,02185,0,340,0,*,71,3543361.79,10421.65,2007
Alaska,Northwest Arctic,02188,366,366,0,0.00 %,72,4207333.07,11495.45,2007
Alaska,Prince of Wales-Outer Ket,02201,0,519,0,*,69,3948833.52,7608.54,2007
Alaska,Sitka,02220,0,878,0,*,72,8710990.9,9921.4,2007
Alaska,Skagway,02230,0,0,0,*,0,0,0,2007
Alaska,Skagway-Hoonah-Angoon,02232,0,333,0,*,71,1790928.08,5378.16,2007
Alaska,Southeast Fairbanks,02240,0,709,0,*,70,4115658.94,5804.88,2007
Alaska,UNKNOWN,02999,0,0,0,*,0,0,0,2007
Alaska,Valdez-Cordova,02261,0,856,0,*,70,8272000.29,9663.55,2007
Alaska,Wade Hampton,02270,442,442,0,0.00 %,71,3242816.6,7336.69,2007
Alaska,Wrangell-Petersburg,02280,0,792,0,*,72,6725423.3,8491.7,2007
Alaska,Yakutat,02282,0,65,0,*,70,680344.33,10466.84,2007
Alaska,Yukon-Koyukuk,02290,0,541,0,*,72,3703369.19,6845.41,2007
Alabama,Autauga,01001,7172,5726,1446,20.16 %,70,44084625.85,7699.03,2007
Alabama,Baldwin,01003,31145,25654,5491,17.63 %,72,189709497.47,7394.93,2007
Alabama,Barbour,01005,5027,4243,784,15.60 %,69,31930497.71,7525.45,2007
Alabama,Bibb,01007,3706,2707,999,26.96 %,68,22866285.9,8447.09,2007
Alabama,Blount,01009,9056,6045,3011,33.25 %,70,46586314.51,7706.59,2007
Alabama,Bullock,01011,1676,1307,369,22.02 %,69,10100095.5,7727.69,2007
Alabama,Butler,01013,4153,4104,49,1.18 %,70,35705028.37,8700.06,2007
Alabama,Calhoun,01015,21822,20156,1666,7.63 %,69,170504086.28,8459.22,2007
Alabama,Chambers,01017,7096,6355,741,10.44 %,70,47119761.29,7414.6,2007
Alabama,Cherokee,01019,5163,4748,415,8.04 %,69,34976495.46,7366.57,2007
Alabama,Chilton,01021,6783,4623,2160,31.84 %,70,40890953.14,8845.11,2007
Alabama,Choctaw,01023,3344,2868,476,14.23 %,69,20157541.33,7028.43,2007
Alabama,Clarke,01025,5161,4693,468,9.07 %,69,36564699.61,7791.33,2007
Alabama,Clay,01027,2995,2960,35,1.17 %,70,23197749.94,7837.08,2007
Alabama,Cleburne,01029,2829,2688,141,4.98 %,69,19796378.17,7364.72,2007
Alabama,Coffee,01031,8313,8029,284,3.42 %,70,55555216.99,6919.32,2007
Alabama,Colbert,01033,11829,11574,255,2.16 %,70,94643882.78,8177.28,2007
Alabama,Conecuh,01035,2872,2703,169,5.88 %,69,23694898,8766.15,2007
Alabama,Coosa,01037,2416,2123,293,12.13 %,68,16132931.25,7599.12,2007
Alabama,Covington,01039,8257,8156,101,1.22 %,71,66462871.11,8148.95,2007
Alabama,Crenshaw,01041,2919,2588,331,11.34 %,70,19796341.52,7649.28,2007
Alabama,Cullman,01043,15078,13861,1217,8.07 %,71,109435707.77,7895.22,2007
Alabama,Dale,01045,7913,7705,208,2.63 %,69,57661481.98,7483.64,2007
Alabama,Dallas,01047,8480,7254,1226,14.46 %,68,60796093.67,8381.04,2007
Alabama,DeKalb,01049,12148,11474,674,5.55 %,70,85035475.71,7411.14,2007
Alabama,Elmore,01051,11133,9007,2126,19.10 %,70,69149361.23,7677.29,2007
Alabama,Escambia,01053,7110,7021,89,1.25 %,69,55489196.33,7903.32,2007
Alabama,Etowah,01055,21064,19283,1781,8.46 %,70,160916805.78,8345.01,2007
Alabama,Fayette,01057,4018,3783,235,5.85 %,70,28444209.98,7518.96,2007
Alabama,Franklin,01059,6118,5936,182,2.97 %,70,49710936.56,8374.48,2007
Alabama,Geneva,01061,5683,5525,158,2.78 %,70,40965675.06,7414.6,2007
Alabama,Greene,01063,1847,1803,44,2.38 %,68,15034568.31,8338.64,2007
Alabama,Hale,01065,2967,2915,52,1.75 %,68,24162005.9,8288.85,2007
Alabama,Henry,01067,3516,3061,455,12.94 %,70,21319847.9,6964.99,2007
Alabama,Houston,01069,17167,16570,597,3.48 %,70,114463272.92,6907.86,2007
Alabama,Jackson,01071,10162,9996,166,1.63 %,70,77539372.46,7757.04,2007
Alabama,Jefferson,01073,104690,64840,39850,38.06 %,71,537565017.88,8290.64,2007
Alabama,Lamar,01075,3444,3214,230,6.68 %,70,25671430.22,7987.38,2007
Alabama,Lauderdale,01077,17754,17426,328,1.85 %,71,117078690.47,6718.62,2007
Alabama,Lawrence,01079,6044,5854,190,3.14 %,69,48338853.1,8257.41,2007
Alabama,Lee,01081,14036,12704,1332,9.49 %,70,87834644.05,6913.94,2007
Alabama,Limestone,01083,11088,10194,894,8.06 %,70,77953721.19,7647.02,2007
Alabama,Lowndes,01085,2147,1527,620,28.88 %,67,13140930.39,8605.72,2007
Alabama,Macon,01087,3485,2670,815,23.39 %,70,20883710.68,7821.61,2007
Alabama,Madison,01089,41692,38256,3436,8.24 %,71,285306984,7457.84,2007
Alabama,Marengo,01091,4473,4066,407,9.10 %,69,33248835.27,8177.28,2007
Alabama,Marion,01093,6299,5834,465,7.38 %,70,43075889.71,7383.59,2007
Alabama,Marshall,01095,15930,15475,455,2.86 %,70,121335972.57,7840.77,2007
Alabama,Mobile,01097,62713,42272,20441,32.59 %,70,332029577.96,7854.6,2007
Alabama,Monroe,01099,4281,4222,59,1.38 %,69,33023351.7,7821.73,2007
Alabama,Montgomery,01101,31912,25376,6536,20.48 %,71,198261054.23,7812.94,2007
Alabama,Morgan,01103,19469,18468,1001,5.14 %,71,143392066.45,7764.35,2007
Alabama,Perry,01105,2317,2062,255,11.01 %,68,15312566.91,7426.08,2007
Alabama,Pickens,01107,4250,4203,47,1.11 %,69,33431905.76,7954.3,2007
Alabama,Pike,01109,5028,4245,783,15.57 %,70,33794958.76,7961.12,2007
Alabama,Randolph,01111,4585,4399,186,4.06 %,70,31525199.29,7166.45,2007
Alabama,Russell,01113,8675,7368,1307,15.07 %,70,58290937.89,7911.37,2007
Alabama,Shelby,01117,20595,14349,6246,30.33 %,71,113069009.03,7879.92,2007
Alabama,St. Clair,01115,11698,7666,4032,34.47 %,70,61437107.87,8014.23,2007
Alabama,Sumter,01119,2630,2079,551,20.95 %,68,16685617.07,8025.79,2007
Alabama,Talladega,01121,15287,13311,1976,12.93 %,68,104938626.83,7883.6,2007
Alabama,Tallapoosa,01123,8549,8402,147,1.72 %,69,65597895.16,7807.41,2007
Alabama,Tuscaloosa,01125,26187,24549,1638,6.26 %,69,207219827.67,8441.07,2007
Alabama,UNKNOWN,01999,0,0,0,*,0,0,0,2007
Alabama,Walker,01127,14935,11215,3720,24.91 %,69,98536023.21,8786.09,2007
Alabama,Washington,01129,3322,2870,452,13.61 %,69,21397060.91,7455.42,2007
Alabama,Wilcox,01131,2573,2338,235,9.13 %,66,17415141.67,7448.73,2007
Alabama,Winston,01133,5114,4723,391,7.65 %,69,43373785.36,9183.52,2007
Arkansas,Arkansas,05001,3775,3508,267,7.07 %,72,28109230.25,8012.89,2007
Arkansas,Ashley,05003,4445,3929,516,11.61 %,70,32853461.51,8361.79,2007
Arkansas,Baxter,05005,13085,11212,1873,14.31 %,72,74797886.13,6671.23,2007
Arkansas,Benton,05007,27791,22323,5468,19.68 %,72,146691429.23,6571.31,2007
Arkansas,Boone,05009,7989,6718,1271,15.91 %,71,42125567.42,6270.55,2007
Arkansas,Bradley,05011,2452,2169,283,11.54 %,71,18733057.45,8636.73,2007
Arkansas,Calhoun,05013,1099,1024,75,6.82 %,70,7669865.63,7490.1,2007
Arkansas,Carroll,05015,5334,4563,771,14.45 %,71,27232952.69,5968.21,2007
Arkansas,Chicot,05017,2588,2306,282,10.90 %,70,20468455.89,8876.17,2007
Arkansas,Clark,05019,3880,3389,491,12.65 %,72,23149816.4,6830.87,2007
Arkansas,Clay,05021,4020,3585,435,10.82 %,72,26625635.19,7426.96,2007
Arkansas,Cleburne,05023,6720,6373,347,5.16 %,71,41140834.13,6455.49,2007
Arkansas,Cleveland,05025,1664,1555,109,6.55 %,70,11136512.03,7161.74,2007
Arkansas,Columbia,05027,4987,4555,432,8.66 %,71,37144332.68,8154.63,2007
Arkansas,Conway,05029,4379,3685,694,15.85 %,70,25956015.33,7043.69,2007
Arkansas,Craighead,05031,13606,12529,1077,7.92 %,70,84830100.58,6770.7,2007
Arkansas,Crawford,05033,9902,7542,2360,23.83 %,68,49412298.98,6551.62,2007
Arkansas,Crittenden,05035,6919,5704,1215,17.56 %,68,49946446.82,8756.39,2007
Arkansas,Cross,05037,3298,2813,485,14.71 %,71,20813293.78,7398.97,2007
Arkansas,Dallas,05039,1695,1500,195,11.50 %,71,12101021.69,8067.35,2007
Arkansas,Desha,05041,2542,2320,222,8.73 %,70,20487721.77,8830.91,2007
Arkansas,Drew,05043,3065,2825,240,7.83 %,70,24245107.12,8582.34,2007
Arkansas,Faulkner,05045,12535,11803,732,5.84 %,70,78901493.19,6684.87,2007
Arkansas,Franklin,05047,3561,3035,526,14.77 %,70,17708429.33,5834.74,2007
Arkansas,Fulton,05049,2980,2610,370,12.42 %,70,17057170.4,6535.31,2007
Arkansas,Garland,05051,23003,21532,1471,6.39 %,72,160305634.69,7445,2007
Arkansas,Grant,05053,2830,2681,149,5.27 %,70,21908684.9,8171.83,2007
Arkansas,Greene,05055,7592,6652,940,12.38 %,69,47442268.09,7132.03,2007
Arkansas,Hempstead,05057,3898,3387,511,13.11 %,70,25934809.02,7657.16,2007
Arkansas,Hot Spring,05059,6118,5790,328,5.36 %,70,44842766.96,7744.86,2007
Arkansas,Howard,05061,2574,2293,281,10.92 %,71,16427554.69,7164.22,2007
Arkansas,Independence,05063,6998,6726,272,3.89 %,70,53212779.2,7911.5,2007
Arkansas,Izard,05065,3647,3260,387,10.61 %,70,21431825.26,6574.18,2007
Arkansas,Jackson,05067,3657,3472,185,5.06 %,70,29787803.55,8579.44,2007
Arkansas,Jefferson,05069,12863,10386,2477,19.26 %,70,77630023.49,7474.49,2007
Arkansas,Johnson,05071,4493,3828,665,14.80 %,70,22820448.57,5961.45,2007
Arkansas,Lafayette,05073,1669,1505,164,9.83 %,70,12373992.14,8221.92,2007
Arkansas,Lawrence,05075,3981,3596,385,9.67 %,70,24883587.89,6919.8,2007
Arkansas,Lee,05077,1950,1408,542,27.79 %,69,10621478.41,7543.66,2007
Arkansas,Lincoln,05079,1981,1740,241,12.17 %,70,13427798.41,7717.13,2007
Arkansas,Little River,05081,2638,2385,253,9.59 %,71,20903314.95,8764.49,2007
Arkansas,Logan,05083,4797,4011,786,16.39 %,70,24615208.61,6136.93,2007
Arkansas,Lonoke,05085,8453,7648,805,9.52 %,70,59624904.01,7796.14,2007
Arkansas,Madison,05087,2762,2221,541,19.59 %,69,12114284.11,5454.43,2007
Arkansas,Marion,05089,4317,3657,660,15.29 %,70,22886372.9,6258.24,2007
Arkansas,Miller,05091,6784,5920,864,12.74 %,70,47977699.04,8104.34,2007
Arkansas,Mississippi,05093,7964,7083,881,11.06 %,68,51104028.78,7215.03,2007
Arkansas,Monroe,05095,1944,1723,221,11.37 %,71,12678686.4,7358.49,2007
Arkansas,Montgomery,05097,2174,2080,94,4.32 %,71,12159130.77,5845.74,2007
Arkansas,Nevada,05099,1928,1726,202,10.48 %,70,12770033.16,7398.63,2007
Arkansas,Newton,05101,1971,1665,306,15.53 %,69,9495258.52,5702.86,2007
Arkansas,Ouachita,05103,5678,4795,883,15.55 %,70,33911231.8,7072.21,2007
Arkansas,Perry,05105,2190,1931,259,11.83 %,69,13328512.61,6902.39,2007
Arkansas,Phillips,05107,4307,3489,818,18.99 %,69,28013490.55,8029.09,2007
Arkansas,Pike,05109,2321,2195,126,5.43 %,71,15276215.12,6959.55,2007
Arkansas,Poinsett,05111,5147,4324,823,15.99 %,69,31283849.91,7234.93,2007
Arkansas,Polk,05113,4565,4381,184,4.03 %,71,27874879.99,6362.68,2007
Arkansas,Pope,05115,10037,8798,1239,12.34 %,69,56380785.24,6408.36,2007
Arkansas,Prairie,05117,1866,1786,80,4.29 %,71,14687087.46,8223.45,2007
Arkansas,Pulaski,05119,53676,48168,5508,10.26 %,70,389062397.87,8077.2,2007
Arkansas,Randolph,05121,4150,3422,728,17.54 %,71,21505334.25,6284.43,2007
Arkansas,Saline,05125,16182,15138,1044,6.45 %,70,115787268.11,7648.78,2007
Arkansas,Scott,05127,2416,2099,317,13.12 %,69,12721758.76,6060.87,2007
Arkansas,Searcy,05129,2152,1849,303,14.08 %,70,11541975.94,6242.28,2007
Arkansas,Sebastian,05131,19438,15887,3551,18.27 %,70,104319305.96,6566.33,2007
Arkansas,Sevier,05133,2489,2318,171,6.87 %,71,19158558.54,8265.12,2007
Arkansas,Sharp,05135,5326,4666,660,12.39 %,70,33814103.88,7246.91,2007
Arkansas,St. Francis,05123,4313,3267,1046,24.25 %,68,23224069.49,7108.68,2007
Arkansas,Stone,05137,3244,2828,416,12.82 %,69,22183631.85,7844.28,2007
Arkansas,UNKNOWN,05999,0,0,0,*,0,0,0,2007
Arkansas,Union,05139,8915,8214,701,7.86 %,70,57316503.64,6977.9,2007
Arkansas,Van Buren,05141,4499,3844,655,14.56 %,72,24072791.68,6262.43,2007
Arkansas,Washington,05143,21479,18305,3174,14.78 %,71,120881813.13,6603.76,2007
Arkansas,White,05145,12843,11725,1118,8.71 %,71,89052567.31,7595.1,2007
Arkansas,Woodruff,05147,1667,1512,155,9.30 %,70,12875879.11,8515.79,2007
Arkansas,Yell,05149,3964,3721,243,6.13 %,69,28376383.61,7626.01,2007
Arizona,Apache,04001,7259,6672,587,8.09 %,70,49443701.91,7410.63,2007
Arizona,Cochise,04003,22040,16960,5080,23.05 %,72,116178267.13,6850.13,2007
Arizona,Coconino,04005,11706,9985,1721,14.70 %,70,74181765.53,7429.32,2007
Arizona,Gila,04007,12566,10923,1643,13.07 %,71,89519347.77,8195.49,2007
Arizona,Graham,04009,4551,3412,1139,25.03 %,71,22279238.57,6529.67,2007
Arizona,Greenlee,04011,1042,816,226,21.69 %,71,5350344.7,6556.79,2007
Arizona,La Paz,04012,4251,3710,541,12.73 %,72,29262729.76,7887.53,2007
Arizona,Maricopa,04013,426457,231667,194790,45.68 %,72,1833415900.6,7914.01,2007
Arizona,Mohave,04015,43686,35969,7717,17.66 %,71,267876843.98,7447.44,2007
Arizona,Navajo,04017,14304,12327,1977,13.82 %,70,94218120.43,7643.23,2007
Arizona,Pima,04019,142779,77863,64916,45.47 %,72,569486259.21,7313.95,2007
Arizona,Pinal,04021,39641,23766,15875,40.05 %,70,190556105.76,8018.01,2007
Arizona,Santa Cruz,04023,5458,2861,2597,47.58 %,71,15191412.01,5309.83,2007
Arizona,UNKNOWN,04999,0,0,0,*,0,0,0,2007
Arizona,Yavapai,04025,49007,40430,8577,17.50 %,72,263808985.34,6525.08,2007
Arizona,Yuma,04027,22973,19453,3520,15.32 %,72,140512315.28,7223.17,2007
California,Alameda,06001,153073,84213,68860,44.99 %,71,818498161.48,9719.38,2007
California,Alpine,06003,0,138,0,*,69,757236.69,5487.22,2007
California,Amador,06005,7796,6224,1572,20.16 %,73,43051773.65,6917.06,2007
California,Butte,06007,38850,37166,1684,4.33 %,72,272238275.1,7324.93,2007
California,Calaveras,06009,9333,8304,1029,11.03 %,72,56872668.87,6848.83,2007
California,Colusa,06011,2705,2571,134,4.95 %,72,17680841.92,6877.03,2007
California,Contra Costa,06013,122148,62524,59624,48.81 %,71,591665843.13,9463.02,2007
California,Del Norte,06015,4786,4365,421,8.80 %,69,27349967.48,6265.74,2007
California,El Dorado,06017,25981,18510,7471,28.76 %,72,129527601.95,6997.71,2007
California,Fresno,06019,94661,69471,25190,26.61 %,71,544887100.45,7843.37,2007
California,Glenn,06021,4381,4257,124,2.83 %,72,29284715.43,6879.19,2007
California,Humboldt,06023,21252,20810,442,2.08 %,70,129373061.89,6216.87,2007
California,Imperial,06025,19148,18451,697,3.64 %,71,142494678.56,7722.87,2007
California,Inyo,06027,3628,3515,113,3.11 %,73,26397340.76,7509.91,2007
California,Kern,06029,82958,52106,30852,37.19 %,68,446304230.67,8565.31,2007
California,Kings,06031,12158,10926,1232,10.13 %,70,87413540.05,8000.51,2007
California,Lake,06033,12980,11777,1203,9.27 %,70,100085195.31,8498.36,2007
California,Lassen,06035,3860,3755,105,2.72 %,70,28022230.39,7462.64,2007
California,Los Angeles,06037,981820,583760,398060,40.54 %,72,6508951206.08,11150.05,2007
California,Madera,06039,17380,12042,5338,30.71 %,71,84044163.84,6979.25,2007
California,Marin,06041,37671,23593,14078,37.37 %,74,203012039.68,8604.76,2007
California,Mariposa,06043,3739,3418,321,8.59 %,71,24950076,7299.61,2007
California,Mendocino,06045,15168,14499,669,4.41 %,70,93447850.1,6445.12,2007
California,Merced,06047,24583,23436,1147,4.67 %,71,186871709.72,7973.7,2007
California,Modoc,06049,2075,1997,78,3.76 %,71,11617952.13,5817.7,2007
California,Mono,06051,1016,969,47,4.63 %,71,6559356.38,6769.2,2007
California,Monterey,06053,43721,42494,1227,2.81 %,73,348464867.66,8200.33,2007
California,Napa,06055,20852,13247,7605,36.47 %,72,122272020.84,9230.17,2007
California,Nevada,06057,19329,16803,2526,13.07 %,73,118357025.6,7043.8,2007
California,Orange,06059,323372,183594,139778,43.23 %,73,1768929309.58,9635.01,2007
California,Placer,06061,49989,25577,24412,48.83 %,72,176543478.53,6902.43,2007
California,Plumas,06063,4633,4394,239,5.16 %,71,29162542.83,6636.9,2007
California,Riverside,06065,236642,120687,115955,49.00 %,71,1034312908.32,8570.21,2007
California,Sacramento,06067,155151,79523,75628,48.74 %,68,591041983.29,7432.34,2007
California,San Benito,06069,5122,4809,313,6.11 %,72,40704348.6,8464.2,2007
California,San Bernardino,06071,181317,89751,91566,50.50 %,68,837837644.44,9335.13,2007
California,San Diego,06073,340364,191446,148918,43.75 %,71,1599594972.8,8355.33,2007
California,San Francisco,06075,108189,65213,42976,39.72 %,72,570180933.48,8743.36,2007
California,San Joaquin,06077,71934,51163,20771,28.88 %,70,392930366.42,7679.97,2007
California,San Luis Obispo,06079,41875,36544,5331,12.73 %,73,232899200.96,6373.12,2007
California,San Mateo,06081,87395,45182,42213,48.30 %,74,375345835.92,8307.42,2007
California,Santa Barbara,06083,55879,43542,12337,22.08 %,72,295600039.16,6788.85,2007
California,Santa Clara,06085,174778,102089,72689,41.59 %,72,845965063.53,8286.54,2007
California,Santa Cruz,06087,28971,24091,4880,16.84 %,72,193211805.16,8020.08,2007
California,Shasta,06089,35873,34234,1639,4.57 %,70,252919339.61,7387.96,2007
California,Sierra,06091,661,628,33,4.99 %,72,4074196.24,6487.57,2007
California,Siskiyou,06093,10168,9782,386,3.80 %,71,59068694.15,6038.51,2007
California,Solano,06095,44150,24009,20141,45.62 %,70,198194739.46,8255.02,2007
California,Sonoma,06097,65939,41990,23949,36.32 %,72,335751429.98,7995.99,2007
California,Stanislaus,06099,58890,34657,24233,41.15 %,69,274662527.71,7925.17,2007
California,Sutter,06101,12169,11518,651,5.35 %,71,82146277.67,7131.99,2007
California,Tehama,06103,11510,10920,590,5.13 %,71,78897164.34,7225.02,2007
California,Trinity,06105,3020,2876,144,4.77 %,70,18863981.49,6559.1,2007
California,Tulare,06107,44855,40662,4193,9.35 %,71,314922651.22,7744.89,2007
California,Tuolumne,06109,11938,11113,825,6.91 %,72,75734906.51,6814.98,2007
California,UNKNOWN,06999,0,0,0,*,0,0,0,2007
California,Ventura,06111,93265,67473,25792,27.65 %,72,570546423.62,8455.92,2007
California,Yolo,06113,19272,10261,9011,46.76 %,71,70466591.25,6867.42,2007
California,Yuba,06115,8591,7898,693,8.07 %,69,57858240.3,7325.68,2007
Colorado,Adams,08001,36943,16996,19947,53.99 %,68,136985992.69,8059.9,2007
Colorado,Alamosa,08003,1964,1647,317,16.14 %,70,10220612.9,6205.59,2007
Colorado,Arapahoe,08005,51889,29958,21931,42.27 %,72,246136941.19,8216.07,2007
Colorado,Archuleta,08007,1953,1664,289,14.80 %,71,9122758.84,5482.43,2007
Colorado,Baca,08009,1023,1009,14,1.37 %,75,7385767.33,7319.89,2007
Colorado,Bent,08011,822,761,61,7.42 %,71,4741874.57,6231.11,2007
Colorado,Boulder,08013,27781,18157,9624,34.64 %,72,136364036.73,7510.27,2007
Colorado,Broomfield,08014,4273,2058,2215,51.84 %,72,15292042.3,7430.54,2007
Colorado,Chaffee,08015,3493,2982,511,14.63 %,73,18267887.34,6126.05,2007
Colorado,Cheyenne,08017,328,314,14,4.27 %,76,3878094.44,12350.62,2007
Colorado,Clear Creek,08019,882,605,277,31.41 %,70,3705602.58,6124.96,2007
Colorado,Conejos,08021,1478,1185,293,19.82 %,71,7696260.92,6494.73,2007
Colorado,Costilla,08023,850,728,122,14.35 %,69,3707481.95,5092.69,2007
Colorado,Crowley,08025,631,576,55,8.72 %,71,3894134.18,6760.65,2007
Colorado,Custer,08027,836,730,106,12.68 %,71,2962908.71,4058.78,2007
Colorado,Delta,08029,6399,4679,1720,26.88 %,72,25607534.85,5472.86,2007
Colorado,Denver,08031,63209,32762,30447,48.17 %,71,275523395.76,8409.85,2007
Colorado,Dolores,08033,392,353,39,9.95 %,71,2175138.81,6161.87,2007
Colorado,Douglas,08035,15693,9841,5852,37.29 %,72,69346565.04,7046.7,2007
Colorado,Eagle,08037,2095,1869,226,10.79 %,71,10690410.9,5719.86,2007
Colorado,El Paso,08041,61207,47150,14057,22.97 %,71,332427113.8,7050.42,2007
Colorado,Elbert,08039,1814,1273,541,29.82 %,71,9202936.79,7229.33,2007
Colorado,Fremont,08043,8563,7118,1445,16.87 %,72,41675199.97,5854.9,2007
Colorado,Garfield,08045,4632,3935,697,15.05 %,72,25363620.21,6445.65,2007
Colorado,Gilpin,08047,340,241,99,29.12 %,69,1396370.62,5794.07,2007
Colorado,Grand,08049,1289,1183,106,8.22 %,71,7816018.91,6606.95,2007
Colorado,Gunnison,08051,1254,1158,96,7.66 %,72,7006879.05,6050.85,2007
Colorado,Hinsdale,08053,0,125,0,*,71,645702.88,5165.62,2007
Colorado,Huerfano,08055,1714,1495,219,12.78 %,72,10316450.25,6900.64,2007
Colorado,Jackson,08057,256,237,19,7.42 %,73,1362526.61,5749.06,2007
Colorado,Jefferson,08059,63600,29850,33750,53.07 %,72,228326859.44,7649.14,2007
Colorado,Kiowa,08061,0,309,0,*,75,3136007.01,10148.89,2007
Colorado,Kit Carson,08063,1401,1334,67,4.78 %,74,11341425.52,8501.82,2007
Colorado,La Plata,08067,5666,5043,623,11.00 %,72,31222704.05,6191.3,2007
Colorado,Lake,08065,648,598,50,7.72 %,70,4659921.78,7792.51,2007
Colorado,Larimer,08069,33690,26405,7285,21.62 %,73,182793206.33,6922.67,2007
Colorado,Las Animas,08071,3096,2633,463,14.95 %,71,15559954.92,5909.59,2007
Colorado,Lincoln,08073,847,809,38,4.49 %,75,6910398.31,8541.9,2007
Colorado,Logan,08075,3504,3213,291,8.30 %,73,22983052.96,7153.14,2007
Colorado,Mesa,08077,22863,12845,10018,43.82 %,72,70947546.4,5523.36,2007
Colorado,Mineral,08079,174,145,29,16.67 %,72,847113.04,5842.16,2007
Colorado,Moffat,08081,1533,1455,78,5.09 %,72,9853510.27,6772.17,2007
Colorado,Montezuma,08083,4422,4009,413,9.34 %,72,25944080.45,6471.46,2007
Colorado,Montrose,08085,7100,5337,1763,24.83 %,72,29823544.76,5588.07,2007
Colorado,Morgan,08087,3973,3783,190,4.78 %,73,29521467.22,7803.72,2007
Colorado,Otero,08089,3986,3469,517,12.97 %,72,21162936.97,6100.59,2007
Colorado,Ouray,08091,687,569,118,17.18 %,71,2579496.27,4533.39,2007
Colorado,Park,08093,1556,1135,421,27.06 %,69,6732722.06,5931.91,2007
Colorado,Phillips,08095,908,876,32,3.52 %,75,7880039.77,8995.48,2007
Colorado,Pitkin,08097,1313,1256,57,4.34 %,72,10068116.58,8016.02,2007
Colorado,Prowers,08099,2049,1978,71,3.47 %,73,16331361.53,8256.5,2007
Colorado,Pueblo,08101,26766,19964,6802,25.41 %,70,131141967.69,6568.92,2007
Colorado,Rio Blanco,08103,832,648,184,22.12 %,72,5308980.33,8192.87,2007
Colorado,Rio Grande,08105,2383,1879,504,21.15 %,72,11923996.29,6345.93,2007
Colorado,Routt,08107,1640,1520,120,7.32 %,72,9381764.41,6172.21,2007
Colorado,Saguache,08109,638,511,127,19.91 %,71,3224189,6309.57,2007
Colorado,San Juan,08111,0,63,0,*,68,192100.16,3049.21,2007
Colorado,San Miguel,08113,356,295,61,17.13 %,71,1621972,5498.21,2007
Colorado,Sedgwick,08115,652,621,31,4.75 %,74,4221891.22,6798.54,2007
Colorado,Summit,08117,1449,1236,213,14.70 %,70,6488956.07,5249.96,2007
Colorado,Teller,08119,2781,2181,600,21.57 %,69,11788311.01,5405,2007
Colorado,UNKNOWN,08999,0,0,0,*,0,0,0,2007
Colorado,Washington,08121,866,839,27,3.12 %,74,6444060.36,7680.64,2007
Colorado,Weld,08123,22978,18058,4920,21.41 %,72,133926344.1,7416.45,2007
Colorado,Yuma,08125,1704,1651,53,3.11 %,74,13256152.75,8029.17,2007
Connecticut,Fairfield,09001,118306,100706,17600,14.88 %,74,976276563.56,9694.32,2007
Connecticut,Hartford,09003,135416,117333,18083,13.35 %,74,1056274587.07,9002.37,2007
Connecticut,Litchfield,09005,30023,28796,1227,4.09 %,74,241366966.48,8381.96,2007
Connecticut,Middlesex,09007,24833,23217,1616,6.51 %,74,204359003.76,8802.13,2007
Connecticut,New Haven,09009,126055,106361,19694,15.62 %,73,1091425479.15,10261.52,2007
Connecticut,New London,09011,39730,37722,2008,5.05 %,73,335170664.87,8885.28,2007
Connecticut,Tolland,09013,17771,16258,1513,8.51 %,73,136723487.59,8409.61,2007
Connecticut,UNKNOWN,09999,0,0,0,*,0,0,0,2007
Connecticut,Windham,09015,16418,15242,1176,7.16 %,72,132549355.35,8696.32,2007
NA,District Of Columbia,11001,62522,55405,7117,11.38 %,72,568673525,10263.94,2007
Delaware,Kent,10001,22731,22025,706,3.11 %,70,177228911.46,8046.72,2007
Delaware,New Castle,10003,69377,66612,2765,3.99 %,72,585093583.5,8783.61,2007
